-1757 1697  339 -1025
1656 954  -753 847
-186 1898  1427 196
2118 1144  -8189 -1728
284 851  -652 2
-3868 365  -1508 -1110
-468 540  1073 -3025
-3548 428  -3787 -2970
-2763 -2268  -3763 1004
-2476 2094  -2343 4340
1938 2842  2378 -154
-292 -98  1785 3824
-3814 -3315  4261 -1269
6240 1191  4476 -3271
3100 3468  -2703 -601
2572 -2256  -4984 -3737
-1113 1455  1207 -3388
-1952 2299  -3357 -2565
1067 828  1115 47
-4990 1188  -2422 -1767
1392 5607  1256 1897
254 -66  1810 -164
3337 2017  3846 -1923
3136 -2332  4003 3069
7410 2786  -2945 1189
1832 -2659  -1298 -4948
-1982 -5064  -772 5242
-1658 -1460  -3407 -4690
4763 -659  83 -4577
2070 3654  1703 -1518
3351 615  2018 -438
2989 2133  3687 -5222
-1714 8190  500 -84
4685 731  -2920 -612
687 937  161 -786
2428 3126  1838 1708
3425 -1683  845 1107
-1679 5606  -1788 -359
4194 3906  -2237 -4939
-2049 3265  2542 1424
2946 1266  -2979 1225
777 2845  1015 -165
1652 -1640  1859 673
-732 1160  2902 2580
967 122  -4017 -5189
-3491 774  -1851 319
3380 3518  -1796 -1775
2196 433  3325 1561
4241 -3474  -4805 -3386
4510 -3930  1445 2352
-300 903  497 44
884 -15  -581 194
-2108 3554  -322 474
1813 1200  -25 -1967
84 -1118  -2115 -873
-344 -2847  1433 3764
-2243 1155  -1109 2608
2040 222  858 -513
-3480 829  2275 -3102
916 -2975  1808 1748
3310 -762  -972 755
3513 328  -1367 1043
-3623 -750  -2057 304
-2576 -2155  3195 -585
-47 735  -1 3575
-3302 -3149  948 -1920
-1138 170  -1790 246
389 -2416  860 430
-1144 3941  915 4290
-275 1105  6107 1191
-1317 21  -4246 -3718
690 2825  -92 2742
-1299 -2491  2802 8
-2942 -1491  -1934 1144
-529 -1993  -2147 3782
-2451 -7166  356 -2278
2273 -382  4612 -391
1123 4575  2304 -597
-4256 -3267  2862 -177
2698 -1608  -3400 4607
6119 -6547  -352 3028
4775 -2880  -2016 -2002
-1365 -1822  -1978 797
-1412 -5558  1661 1089
598 -1007  2167 -2254
-1090 4977  2187 1969
1799 -3786  -3824 -3024
-56 -1678  9687 -189
-7429 5310  2558 -6068
3307 -190  -6317 -8377
756 -3163  1571 228
-806 1788  -2653 14
2640 812  2544 700
-1440 -1947  1643 209
-3862 6658  3194 1161
-6055 -1829  -524 1438
-3769 5232  -3377 134
-8024 1287  -2788 1494
9379 1782  1553 5766
-315 -209  -2030 -368
-1079 1404  -4351 -3359
2618 72  4163 -1209
300 -86  141 -81
3071 -995  -642 523
6741 1442  378 -336
-3224 985  -95 390
-7129 4855  617 3750
1243 689  399 -5113
1064 -2033  -1308 1387
-4634 7216  1957 2509
-3627 2701  1459 -1150
-4063 -4229  1253 -5612
-1719 3827  -1601 -464
436 -728  2280 -1930
3552 -5691  -2075 -6333
-3049 341  -789 818
-5054 4092  -1077 -2601
1238 -835  4486 749
4037 349  -3272 -482
435 -2455  7509 -4558
5319 -6625  -1557 -2037
4568 1288  125 1841
1185 -544  -1408 1752
4805 -1441  -1319 -5205
-1890 5867  2743 4258
-58 2067  -1073 -623
-1902 -978  1471 -182
-73 758  3336 -448
-463 -2983  -322 2559
477 2999  -2314 2414
4451 -5311  -1791 -2295
-203 1952  -2251 -899
-1649 -1036  1943 3217
-1307 1675  -8983 -3720
3399 3274  -2395 -244
1573 -2360  -1528 -1074
1360 6209  5312 -7342
-1217 1859  -2060 -1579
2086 -3622  -1103 2685
-437 3258  -1423 -1944
6885 -286  -141 6463
-373 1347  -649 58
-493 4972  -1824 4005
-4553 881  3173 -3589
-514 1935  -2347 1899
-4559 -5494  431 3110
1200 1126  1086 -3368
-1242 1342  1048 -4376
3109 612  1737 3059
-3411 -1847  -587 -1016
-1973 1880  -4512 -1298
4033 413  2880 2519
3008 5306  2807 3195
-1373 -2856  -4898 -2527
4522 1231  -2237 4258
-66 4100  -2007 1185
-1627 -1042  5295 -4782
-6133 -8707  -1703 -3211
-1413 -1441  -213 -211
-426 2972  -229 148
29 523  3017 6706
3673 309  146 1303
717 5205  -4581 1818
751 -1699  -2566 -3846
572 -4489  -3423 -1705
2940 -3897  59 -487
-191 -4002  -4344 4445
2160 -1208  1699 -1751
-887 -2958  1174 4448
-1501 -103  -3356 -806
-2929 6500  -581 4764
-1157 -745  -1204 2195
-2038 2040  -3789 2391
-2272 3475  -3973 1268
5534 -4243  -2514 1204
-881 409  759 -1003
-266 -1743  -2572 -1025
-4241 -237  771 5962
661 4352  -3088 -1126
-3948 1482  2011 3794
2439 580  1071 -1601
2729 3406  -2172 -5385
-1494 -3358  -1928 -4384
287 -2445  372 1870
-3662 3578  -3563 1793
-5521 3565  2093 964
2353 -1745  -3350 4238
4286 3382  3377 -538
-3748 -1479  -6696 -670
889 1526  2948 -1057
-3164 3351  -2450 984
-35 440  7235 -129
2103 4671  -169 -2466
-1404 5233  1599 779
2587 -790  -912 3028
-3979 2178  2424 5024
-722 1288  3593 -500
-3542 1408  -141 -3928
786 -3457  3131 -2264
4459 2998  6090 562
2191 3187  -404 -2885
2494 -1013  -2871 -1885
1899 -5970  -971 -754
6283 2624  -2146 -650
380 -1834  -2120 -4919
-4852 20  -654 -477
-3720 -5512  748 -824
-4048 -7146  2742 1129
-672 -502  -829 626
-1319 -901  -773 -2163
100 -4434  3213 3590
7907 3181  1246 -432
-5146 1051  847 -6520
1535 -5683  -822 1849
-1307 507  4197 -1699
-5844 -4880  1581 -4334
-1364 11125  -1645 -3837
931 2139  -2387 -1826
393 -2105  -1931 -733
-187 2301  1543 1151
-566 374  -308 -908
-911 1013  1159 -2982
-254 936  1672 -303
-5015 4007  10292 546
1508 3642  1832 -1774
4272 4213  -4051 -5340
-2093 -2235  1501 1934
-7102 -3428  -1922 -2267
-1713 -5514  484 2774
-1407 2814  -1670 1492
-683 786  2204 -4536
-2513 -1685  2420 -5321
-1684 -3559  -5633 3575
438 1335  3567 -765
-1373 3756  -2531 -1520
-766 -2090  -1769 -2773
1629 1764  -3201 1778
3365 -454  7724 4108
-3680 -2679  2480 -3656
492 1480  -2723 2423
-104 -6501  235 -3803
473 -89  2531 -5395
-1704 -2890  505 3147
-6113 -2041  -3161 1560
-295 3509  436 -4808
-2406 -3297  3681 -104
-2310 260  -1358 5038
-722 -1492  6292 -106
-2601 -1807  -2603 -894
5065 1089  1698 712
4102 -2856  -759 226
-2429 469  -2999 1906
6160 -2885  836 997
560 4273  4937 3245
4024 426  5204 2897
2087 -2446  -1450 837
-6135 3020  1083 -155
-2517 1447  -902 -816
-801 2169  2751 -5182
-449 -380  3604 -515
6992 -4143  -642 179
4183 -2229  -214 1078
-2835 -2339  -843 3421
2775 5114  -248 4080
-1106 2200  1767 483
-1395 1563  -3747 4599
2166 5186  -2886 6306
259 112  -3536 510
2429 -2129  -3419 1322
689 -3685  2085 3315
3434 -916  -137 3275
1676 2971  3283 1339
1513 -205  1832 -8453
3912 1821  2344 -1576
-1496 575  -884 -508
375 -3106  1040 -578
3405 5902  -5534 -2418
-2429 -1370  4965 2432
-614 -785  -283 2730
3502 -1177  3603 -462
-3143 -61  -2355 -2238
-974 -99  789 -756
566 709  -6260 4226
-4293 188  1922 -3352
3881 -924  1752 6800
567 -1988  -1786 722
-384 333  2019 2092
-66 -2914  -1355 2481
-2534 -506  2415 2670
-891 -1440  -1957 -2082
4448 2587  1847 146
1018 4396  -3941 1585
-1486 -3404  4442 4323
1164 1714  1738 3426
978 -969  -3225 -3486
-4324 236  5469 4027
-2779 -5894  -174 -1570
-1883 862  -4423 -2977
4589 -1211  -443 -1622
-1880 2774  1945 353
-2374 -144  -4759 -1106
-578 948  3116 -5388
1333 -155  -838 -699
4651 -1738  -2071 1480
3754 -569  -1605 -471
3158 876  -2579 -2945
-1545 266  -7 4313
498 -5505  2305 2611
2834 440  128 -827
607 359  -6577 -622
-2097 1894  1665 528
-2727 1166  899 -1174
1399 1765  5798 -2096
2958 1956  2733 3790
-2454 2311  -3275 -694
3738 309  -3732 4454
-5668 5468  -2994 1467
1373 3905  4966 -1281
-1857 1017  -2519 5069
3550 2697  -85 3085
2801 -45  1913 178
3498 -481  -2307 6143
4008 -707  3839 -4660
3866 425  960 4518
615 2626  -1984 4102
-5081 1305  -29 -2922
-517 -1266  -3610 -1187
-356 687  4585 -4820
-970 2588  -2226 2059
1256 -4879  530 -840
2474 -739  2272 588
-4920 -8945  5052 -271
3682 -1684  -1313 2825
3371 -3497  3918 851
-5661 2892  2471 4846
1778 610  2548 1865
-5801 -885  10037 -528
-1644 -3801  -369 -2501
684 -1707  406 3527
-1425 531  1384 3547
465 844  -1785 -4867
-755 1749  343 2030
4348 3461  3051 -1523
1826 -3928  473 1468
434 -4585  711 468
-1314 4493  5279 -3829
980 3511  1044 969
-879 391  6009 -1042
863 -3494  2233 5563
5061 -4333  1942 -514
1380 1672  1462 4808
-3359 -6895  -3086 -1145
-1082 2055  1390 3247
875 2643  161 3537
3276 5416  3765 -6747
2408 954  -473 -1128
1075 -3160  1710 -130
-531 1581  -6222 -915
-4338 3568  3142 544
3149 2879  -1968 43
4853 -898  2856 -202
33 -2613  -1174 -4292
-1996 617  -2667 -437
370 -4202  -825 936
-5142 -2701  2772 -3585
-1809 5429  -2239 -2044
2074 -3217  -3817 335
1179 -526  -1751 7726
-3151 1897  -7052 -2006
-1662 1812  -2681 -5666
-2762 -3765  2235 -3953
2889 392  1525 -4113
-117 -1573  2634 -1915
-1261 -416  -5212 -3069
3033 3263  -2662 -4106
1805 908  762 -576
-6757 3821  -3481 -942
-2140 -744  2549 1925
-1825 299  -562 2109
-1101 3998  884 1481
1825 1927  3913 -4779
-1437 136  7054 3924
-2119 -645  -1225 6664
1208 -1806  1865 -794
4160 -2229  -1656 -2391
5308 -689  3370 -1504
-4405 -134  -2473 165
-2566 624  -1505 4314
2156 -5490  2584 -1708
101 -893  -467 1585
3145 486  -4551 1306
-2724 2706  -114 2047
2967 -485  4986 -2102
-2192 4369  -4638 883
-2200 557  -1024 -1852
4098 -4788  -4242 -1112
-5444 -1149  1285 1787
2591 -1731  4266 -706
-1724 -6037  -2390 4419
-935 -1314  -2582 336
5852 2503  -3539 3004
-931 -5030  2355 -928
4742 1478  4026 -1248
-2038 -3937  4047 2372
-2512 2205  -2398 353
-146 1469  -3717 -155
1265 174  113 -2345
-2761 1846  -3829 -195
1052 -619  -506 -5621
-2097 -2618  -1265 6730
58 -1139  649 -819
-4530 3029  -1962 -969
3323 -581  -4759 -649
574 -3101  3704 -3328
2827 595  -2849 -1834
1362 132  441 -3801
-4420 4056  -4843 3866
-4041 -1611  1751 -1190
252 3057  315 -5916
-1481 971  -950 -5670
564 -1343  2970 231
702 269  -511 1274
-5158 369  -3458 1213
-2114 -4390  -10596 1844
310 899  62 -1271
-889 4219  4896 -2625
-1143 -63  2576 1145
237 -1797  2662 -4211
1070 1848  1316 3818
-344 -2105  -1749 -157
1204 1378  2878 -454
-148 -281  2241 -7444
1683 897  5086 34
-4606 4006  133 -190
-2649 2173  892 3601
1164 2471  1939 -5626
1387 2039  -75 -3435
-543 3270  1207 -807
299 -1864  -3299 917
498 3685  -2800 66
796 -2548  5392 1303
1628 -1418  4352 1331
2915 188  6917 3692
1102 -1247  -110 -1779
2982 -2728  2720 -900
-343 -3854  -699 1153
-1317 3291  2424 355
676 2089  -2682 -3956
7532 -1371  -3608 1983
-2834 4265  -2436 -3747
3882 -77  2329 4826
-714 -723  3593 -1408
189 -1169  -3610 1350
1192 -3011  -71 215
-1008 -1302  1247 -1741
-2762 1551  3775 -3062
1656 3517  5571 1454
2122 -7875  591 -377
4976 125  823 -6237
-3988 -1393  5301 -547
850 2243  -1411 5195
228 -903  273 -1284
-2830 6755  3099 -23
11 -92  3968 897
-3290 4304  -3347 -2257
-3034 485  -1479 10
1328 -5068  -1651 -3548
1670 -1881  -2922 -2470
1593 -177  -2277 -1425
-1522 4986  1087 8297
6322 -1634  937 -1952
161 1752  4446 -367
2724 -1330  789 -4524
1802 -3649  -123 1371
2776 -853  437 -1814
1998 -2891  10713 -693
5393 -1153  -7222 1573
-5078 1434  2301 298
265 3446  -122 -6373
-111 192  435 -2040
-833 -821  -3127 2364
-1753 4059  162 4390
-2149 -465  6647 -265
-1395 -756  -1556 -341
2490 1332  -1284 -2422
-5592 -1030  -4537 -3181
-1052 3107  -527 2901
-1901 2730  311 -2848
-3540 -114  -1683 -5312
3669 3399  817 -4560
-1553 5966  -5936 -2443
-481 374  -3708 1398
-5409 3107  4511 1356
-772 5368  1931 -1378
3262 -592  -1161 -547
-3189 526  4028 -1599
-11063 -2456  -2213 -995
-29 802  1659 1983
2486 -1721  5325 -1254
-1264 -9251  -1922 -1168
-96 -1952  1595 2178
-2598 -2491  3708 2475
1322 2128  2635 3310
879 1072  465 -3470
861 -621  4071 -2013
609 906  -2163 987
552 -5626  2724 511
-1614 -4483  -2607 -2499
-3734 3194  840 -5874
-1474 -881  -1921 -5589
2976 -1960  176 -1255
-2259 3727  1376 405
-1435 4503  -2004 1476
-587 -5844  -3598 -5497
-521 -1421  4344 -454
499 -5787  -4224 -2746
-1915 9686  3347 -2330
-5557 276  1241 1928
-743 2598  6539 5233
-2869 -943  1098 1497
-334 3117  4058 -1134
1309 -1242  -3991 -6042
-1769 -5130  -1458 -517
-1751 3843  4177 4988
3084 2242  -1935 5418
335 2018  1315 -709
2416 1382  -1100 180
1375 3696  -4846 2943
1044 -1865  -3877 2315
-2999 1888  -3124 1049
-356 2473  -5759 -1398
6251 -1214  -1701 -635
-1710 6403  -6144 -2782
-1474 2651  -5980 -2854
-1312 1807  -7164 1372
931 5012  306 -198
3179 -343  1199 -1427
217 4676  -5206 1244
-5028 2353  -291 -1302
-2073 1546  -2600 6052
-4973 1605  -6044 2464
2964 1249  -458 -1969
3293 1967  136 -761
-1293 1778  -248 -6
1267 -1877  933 83
-1921 3091  1191 3911
-4831 156  -4892 -1728
-2995 1846  5755 -3541
-3973 449  -1638 -4935
8664 -5117  -185 -3587
1847 -271  -1761 -3155
-3001 2426  435 4117
-1500 -2179  1090 -3820
-5135 1167  -1908 -3617
-2242 -1959  1062 4741
1621 -750  3747 1969
609 -4372  329 -495
3380 -2673  -4490 -1047
3358 -1314  1158 388
-2350 1098  -6403 -7235
2475 -1457  3100 -4354
-151 880  5350 3321
-2127 -3943  3031 1890
-564 512  501 2482
2796 1583  -5732 2774
3272 703  -75 -4898
-2089 -1531  -2532 -2224
2380 -3424  -1101 861
3326 -3290  526 -215
957 626  2991 -4548
2379 -3163  4589 -663
2094 -3674  2854 640
2071 2823  -4449 460
-318 1791  1372 153
-487 2689  3307 1444
502 113  -1050 -3559
1210 -1491  4019 6513
1714 -3004  -1702 1064
-284 3812  6616 -2544
1473 -3442  6569 -3974
-2109 1563  -3714 6381
-2102 1044  -5638 1881
19 -2873  -3181 -2085
-4950 747  380 1399
542 -1300  -5555 731
384 2122  3851 -3764
973 -6102  -3694 -1176
6227 1446  905 476
3469 -720  963 7218
2320 -2962  1214 -693
1380 4535  3106 -4142
4793 27  965 -4535
3426 -4853  -980 4802
-2491 -261  -1637 1402
-896 3245  1723 -4799
2295 -1135  -2500 71
4349 -641  327 -1042
-2992 -768  -3320 2592
-941 -5645  284 174
-197 -5291  -119 -1481
4051 -2744  -2729 -2521
99 2273  -4079 -4049
-691 -1314  3057 4632
2753 -4053  2129 2490
662 -1610  -5334 737
-5500 3144  1472 4062
560 -4213  -1996 -5607
-935 -1806  684 -4972
4465 4394  -2379 775
3581 -750  -6028 783
1132 -3332  3485 3205
-1144 721  344 -810
2587 2748  580 1599
3578 591  3647 2566
-463 755  -4458 -2376
-3641 2130  2238 -776
-3189 2362  -1257 993
-2213 1882  -5128 1622
-261 -3294  -1259 -346
-924 3567  -1614 -3726
1313 303  -92 1068
-5998 -5319  2265 -2511
-607 3016  2924 858
